municipio,modalidad,tipo,nombre,direccion,codigo_postal,categoria,unidades_alojativas,plazas_alojativas
TACORONTE,EXTRAHOTELERA,CASA RURAL,"DESEADA, LA","C/ MIRANDA, 41",38350,EXCLUSIVO,2,4
TACORONTE,HOTELERA,HOTEL EMBLEMATICO,CASA CASILDA,"C/ CALVARIO, 53",38350,CATEGORIA UNICA,6,12
TANQUE,EXTRAHOTELERA,CASA EMBLEMATICA,FINCA EL LANCE,"C/ DR. VIRGOS PINTO, 23-27, 88",,CATEGORIA UNICA,5,14
TANQUE,EXTRAHOTELERA,CASA RURAL,"CAÑITAS, LAS","C/ LAS CAÑITAS, 17, A",38435,CATEGORIA UNICA,2,6
TANQUE,EXTRAHOTELERA,CASA RURAL,ERJOS,"C/ ANTONIO DORTA CURBELO, 3",38435,EXCLUSIVO,1,3
TANQUE,EXTRAHOTELERA,CASA RURAL,CASA LA CUNA,"TRANSVERSAL A C/ ANTONIO DORTA CURBELO, 3",38435,EXCLUSIVO,1,3
TANQUE,HOTELERA,HOTEL RURAL,CASERIO LOS PARTIDOS,"C/ LOS PARTIDOS DE FRANQUIS, 4",38435,2 PALMERAS,11,21
TEGUESTE,EXTRAHOTELERA,CASA EMBLEMATICA,LA TRANQUILIDAD,"C/ LA AUDIENCIA, 6",,CATEGORIA UNICA,1,4
TEGUESTE,EXTRAHOTELERA,CASA EMBLEMATICA,LA ARAÑITA,"C/ LA ARAÑITA, 15",38280,CATEGORIA UNICA,1,6
TEGUESTE,EXTRAHOTELERA,CASA RURAL,"CASILLA, LA","CTRA. GRAL. PUNTA DEL HIDALGO, 119",38280,EXCLUSIVO,1,3
TEGUESTE,EXTRAHOTELERA,CASA RURAL,FINCA EL ROQUE,"CMNO EL ROQUE, S/N",38280,CATEGORIA UNICA,1,4
TEGUESTE,EXTRAHOTELERA,CASA RURAL,"VERGEL, EL","CAMINO DE SANTO DOMINGO, S/N",38000,COMPARTIDO OTROS USUARIOS,3,6
TEGUESTE,HOTELERA,HOTEL EMBLEMATICO,DOÑA JUSTA,"C/ ASTROFISICO PEDRO ALVAREZ MARTIN, 24",38280,CATEGORIA UNICA,5,10
TEGUESTE,EXTRAHOTELERA,VIVIENDA TURISTICA,"PORTE, EL","CTRA. EL SOCORRO, 358",38280,SIN DATO,3,7
VILAFLOR,EXTRAHOTELERA,CASA RURAL,TIO PAULO,"PZA. DE LA IGLESIA, 5",38613,EXCLUSIVO,2,6
VILAFLOR,HOTELERA,HOTEL,VILLALBA,"CTRA. SAN ROQUE, S/N",38613,4 ESTRELLAS,21,42
VILAFLOR,HOTELERA,HOTEL,EL TEJAR & SPA,"C/. EL CALVARIO ESQ. EL TEJAR, 37",38613,2 ESTRELLAS,14,28
VILAFLOR,HOTELERA,HOTEL RURAL,"NOGAL, EL","CAMINO REAL, S/N.",38614,1 PALMERA,20,40
VILAFLOR,HOTELERA,HOTEL URBANO,ALTA MONTAÑA,"C/. MORRO EL CANO, 1",38613,3 ESTRELLAS,15,32
VILAFLOR,HOTELERA,PENSION,GERMAN,"SANTO DOMINGO, 1",38613,1 ESTRELLA,10,17
VILAFLOR,EXTRAHOTELERA,VIVIENDA TURISTICA,CASA LOS ESCALONES,"GENERAL LA ESCALONA, 8 CTRA.",38000,SIN DATO,2,6
