municipio,nombre,grupo
San Bartolome De Tirajana,Stoping Shisha Bar,Bar-Cafeteria
Vega San Mateo,Hermanos Moreno,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Acuario,Bar-Cafeteria
Las Palmas De Gran Canaria,Salon Schaman,Bar-Cafeteria
San Bartolome De Tirajana,Gran Karting Club,Bar-Cafeteria
San Bartolome De Tirajana,Cockring,Bar-Cafeteria
Las Palmas De Gran Canaria,Panambí,Bar-Cafeteria
Las Palmas De Gran Canaria,Imperial Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,"Parral, El",Bar-Cafeteria
Las Palmas De Gran Canaria,"Planchita, La",Bar-Cafeteria
San Bartolome De Tirajana,Zerpa,Bar-Cafeteria
Santa Lucia De Tirajana,Entre Dos Tierras,Bar-Cafeteria
Mogan,"Garaje, El",Bar-Cafeteria
San Bartolome De Tirajana,Köpi-Eck,Bar-Cafeteria
Telde,"Primavera, La",Bar-Cafeteria
San Bartolome De Tirajana,"Pibe, El",Bar-Cafeteria
Mogan,Casa Siri,Bar-Cafeteria
Mogan,Poker,Bar-Cafeteria
Telde,Maria Lopez Martel,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasquita El Triunfo,Bar-Cafeteria
San Bartolome De Tirajana,Köpi-Treff (Punto Encuentro Cerveza Alemana),Bar-Cafeteria
Firgas,Taberna Aleman,Bar-Cafeteria
San Bartolome De Tirajana,Treffpunkt Bei Antonia + Isidro,Bar-Cafeteria
Las Palmas De Gran Canaria,Tapas Angelito,Bar-Cafeteria
Las Palmas De Gran Canaria,Pincho J,Bar-Cafeteria
Las Palmas De Gran Canaria,Lucira Gastrobar,Bar-Cafeteria
Ingenio,Casa Jose,Bar-Cafeteria
Telde,B.B. Y B.T.,Bar-Cafeteria
San Bartolome De Tirajana,Lux Club,Bar-Cafeteria
San Bartolome De Tirajana,"Churrito, El",Bar-Cafeteria
San Bartolome De Tirajana,Carpe Diem,Bar-Cafeteria
Telde,Martin,Bar-Cafeteria
San Bartolome De Tirajana,Zoo Mens Bar,Bar-Cafeteria
Firgas,"Norteñita, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Juan Rejon,Bar-Cafeteria
Telde,Bar Cafeteria,Bar-Cafeteria
Las Palmas De Gran Canaria,Club Desibelios,Bar-Cafeteria
Mogan,Vip Bunny Ii,Bar-Cafeteria
Mogan,Black &Amp; White,Bar-Cafeteria
San Bartolome De Tirajana,Strand Arena,Bar-Cafeteria
Las Palmas De Gran Canaria,Bocahito &Amp; Tapas,Bar-Cafeteria
Galdar,Zona,Bar-Cafeteria
Las Palmas De Gran Canaria,La Resiliencia ,Bar-Cafeteria
Mogan,Crossed Kings,Bar-Cafeteria
Las Palmas De Gran Canaria,Denaranja,Bar-Cafeteria
San Bartolome De Tirajana,Red Lips,Bar-Cafeteria
Telde,Diego,Bar-Cafeteria
Las Palmas De Gran Canaria,Chiwawa,Bar-Cafeteria
Las Palmas De Gran Canaria,Huracan,Bar-Cafeteria
Las Palmas De Gran Canaria,La Ruta,Bar-Cafeteria
Firgas,Marrero,Bar-Cafeteria
San Bartolome De Tirajana,Bitstubchen,Bar-Cafeteria
Aguimes,Alegranza,Bar-Cafeteria
San Bartolome De Tirajana,Speedy Gonzalez,Bar-Cafeteria
Las Palmas De Gran Canaria,Los Serranos,Bar-Cafeteria
San Bartolome De Tirajana,Parque Tropical,Bar-Cafeteria
Mogan,Sonatra,Bar-Cafeteria
San Bartolome De Tirajana,Centre Stage,Bar-Cafeteria
Firgas,"Fuente, La",Bar-Cafeteria
Telde,Tu Rincón,Bar-Cafeteria
Las Palmas De Gran Canaria,Talavera,Bar-Cafeteria
San Bartolome De Tirajana,Franky'S,Bar-Cafeteria
Mogan,El Laurel,Bar-Cafeteria
Las Palmas De Gran Canaria,La Recova,Bar-Cafeteria
Galdar,Asadero De Pollos San Isidro,Bar-Cafeteria
Las Palmas De Gran Canaria,Santana,Bar-Cafeteria
Telde, Juzgado,Bar-Cafeteria
Las Palmas De Gran Canaria,"Tacita, La",Bar-Cafeteria
San Bartolome De Tirajana,Golden Eyes,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburgueseria La Moto 2,Bar-Cafeteria
Las Palmas De Gran Canaria,Why Not,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca'10 Txiky,Bar-Cafeteria
San Bartolome De Tirajana,Jevule,Bar-Cafeteria
Las Palmas De Gran Canaria,"Puntilla, La",Bar-Cafeteria
Las Palmas De Gran Canaria,J.J. Dan,Bar-Cafeteria
Las Palmas De Gran Canaria,El Rincon De Ohana,Bar-Cafeteria
Santa Brigida,Juansito,Bar-Cafeteria
San Bartolome De Tirajana,Cafe De Paris Ii,Bar-Cafeteria
San Bartolome De Tirajana,Mi Niña,Bar-Cafeteria
Telde,Tiene Gancho,Bar-Cafeteria
Telde,Ca Manolo Y Compañia,Bar-Cafeteria
Las Palmas De Gran Canaria,"Picantina, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Cafe De Mary, El",Bar-Cafeteria
Telde,Yasmina,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca Jonas,Bar-Cafeteria
Santa Brigida,Rincon El Vinco,Bar-Cafeteria
Agaete,Juanón,Bar-Cafeteria
Aguimes,Morales,Bar-Cafeteria
Moya,Tipitin,Bar-Cafeteria
San Bartolome De Tirajana,El Cielo,Bar-Cafeteria
Las Palmas De Gran Canaria,Merendero Buenavista,Bar-Cafeteria
San Bartolome De Tirajana,Rare Bottle Shop,Bar-Cafeteria
Las Palmas De Gran Canaria,Domínguez,Bar-Cafeteria
Las Palmas De Gran Canaria,Neon Dancing,Bar-Cafeteria
San Bartolome De Tirajana,Heladeria Ola Blanca,Bar-Cafeteria
San Bartolome De Tirajana,B 52,Bar-Cafeteria
Las Palmas De Gran Canaria,Juicy Avenue &Amp; The Real Burrito,Bar-Cafeteria
San Bartolome De Tirajana,Jever Stube,Bar-Cafeteria
Las Palmas De Gran Canaria,"Rosales I, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Karaoke De Todas Maneras,Bar-Cafeteria
San Bartolome De Tirajana,Safari Station,Bar-Cafeteria
Las Palmas De Gran Canaria,Alcorac Y Olivia,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Josefina,Bar-Cafeteria
San Bartolome De Tirajana,"Olas, Las",Bar-Cafeteria
San Bartolome De Tirajana,Spook,Bar-Cafeteria
San Bartolome De Tirajana,Parrots Pub,Bar-Cafeteria
San Bartolome De Tirajana,The Rose,Bar-Cafeteria
San Bartolome De Tirajana,Salon,Bar-Cafeteria
Las Palmas De Gran Canaria,Tocata,Bar-Cafeteria
Las Palmas De Gran Canaria,Los Jamones La Isleta,Bar-Cafeteria
San Bartolome De Tirajana,Down Town,Bar-Cafeteria
Ingenio,Trebol,Bar-Cafeteria
Valsequillo De Gran Canaria,Beñesmet,Bar-Cafeteria
San Bartolome De Tirajana,Rivera Del Duero,Bar-Cafeteria
Las Palmas De Gran Canaria,Blue Oyster Pub,Bar-Cafeteria
San Bartolome De Tirajana,Patrick'S,Bar-Cafeteria
Las Palmas De Gran Canaria,O'Enxebre,Bar-Cafeteria
Santa Lucia De Tirajana,Jaima Pub,Bar-Cafeteria
San Bartolome De Tirajana,Angulo,Bar-Cafeteria
Las Palmas De Gran Canaria,Larry,Bar-Cafeteria
Las Palmas De Gran Canaria,Mercalaspalmas B,Bar-Cafeteria
Las Palmas De Gran Canaria,Rincón Del Pan,Bar-Cafeteria
Aguimes,"Geranios, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,"Canariones, Los",Bar-Cafeteria
Telde,Avenida 12-30,Bar-Cafeteria
Las Palmas De Gran Canaria,La Biznaga,Bar-Cafeteria
Las Palmas De Gran Canaria,El Biberon,Bar-Cafeteria
Las Palmas De Gran Canaria,"Rana, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Yeray,Bar-Cafeteria
Telde,"Veril, El",Bar-Cafeteria
Las Palmas De Gran Canaria,"Duende, El",Bar-Cafeteria
Santa Brigida,Martel Bodega,Bar-Cafeteria
San Bartolome De Tirajana,Voodoo Bar,Bar-Cafeteria
San Bartolome De Tirajana,Golden Moments Imbiss + Deltille,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis 8 Islas,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca'Melo,Bar-Cafeteria
Valsequillo De Gran Canaria,"Culata I, La",Bar-Cafeteria
San Bartolome De Tirajana,The British Bull...Dog,Bar-Cafeteria
Las Palmas De Gran Canaria,Primero De Mayo,Bar-Cafeteria
La Aldea De San Nicolas,Severo,Bar-Cafeteria
Las Palmas De Gran Canaria,Albareda,Bar-Cafeteria
Las Palmas De Gran Canaria,Bar Cafeteria La Parada,Bar-Cafeteria
Las Palmas De Gran Canaria,Rincón Del Pan,Bar-Cafeteria
Las Palmas De Gran Canaria,Olimpus,Bar-Cafeteria
San Bartolome De Tirajana,Doña Carmen,Bar-Cafeteria
Teror,Discoteca Star,Bar-Cafeteria
San Bartolome De Tirajana,Musica Fuerte,Bar-Cafeteria
Las Palmas De Gran Canaria,"Madrileña 3, La",Bar-Cafeteria
Santa Lucia De Tirajana,Eventos Odisea,Bar-Cafeteria
Las Palmas De Gran Canaria,Yanuna,Bar-Cafeteria
Las Palmas De Gran Canaria,3 X 1 Disco Club Live,Bar-Cafeteria
Las Palmas De Gran Canaria,Neodimio 60,Bar-Cafeteria
Santa Lucia De Tirajana,Tasca Mejias,Bar-Cafeteria
Santa Lucia De Tirajana,Mi Corazón - Cafetería Heladería Artesanal,Bar-Cafeteria
Las Palmas De Gran Canaria,Trattoria Mario,Bar-Cafeteria
Las Palmas De Gran Canaria,Mr Kale 2.0,Bar-Cafeteria
San Bartolome De Tirajana,Piano Bar,Bar-Cafeteria
San Bartolome De Tirajana,Alcatraz,Bar-Cafeteria
Las Palmas De Gran Canaria,Republic Dominicana,Bar-Cafeteria
San Bartolome De Tirajana,Café Suecia,Bar-Cafeteria
Las Palmas De Gran Canaria,"Madrileña, La",Bar-Cafeteria
San Bartolome De Tirajana,Casa Kati - La Bruncheria,Bar-Cafeteria
San Bartolome De Tirajana,Pub Siglo Xxi,Bar-Cafeteria
San Bartolome De Tirajana,Boite Drago'S,Bar-Cafeteria
San Bartolome De Tirajana,Vip Bunny,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Lantigua E Hijos,Bar-Cafeteria
Aguimes,"Tasca, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Discoteca Area,Bar-Cafeteria
Las Palmas De Gran Canaria,Majorica Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,El Guincho,Bar-Cafeteria
Mogan,"Bolero, El",Bar-Cafeteria
San Bartolome De Tirajana,Cerveceria Warsteiner-Conti,Bar-Cafeteria
San Bartolome De Tirajana,Etno Casa,Bar-Cafeteria
San Bartolome De Tirajana,Planet Bayern,Bar-Cafeteria
Las Palmas De Gran Canaria,El Parque,Bar-Cafeteria
Las Palmas De Gran Canaria,Rialto,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis La Esquina,Bar-Cafeteria
Telde,Bala,Bar-Cafeteria
Artenara,Diaz,Bar-Cafeteria
Telde,The Banana Bar,Bar-Cafeteria
Mogan,Nino,Bar-Cafeteria
Mogan,Chiringuito Bar Playa,Bar-Cafeteria
Las Palmas De Gran Canaria,Enyesque Puerto Bahía,Bar-Cafeteria
Las Palmas De Gran Canaria,"Corales, Los",Bar-Cafeteria
San Bartolome De Tirajana,Paddy'S Irish Bar,Bar-Cafeteria
San Bartolome De Tirajana,De Laantarn,Bar-Cafeteria
Telde,Enyesqueria El Malaguita,Bar-Cafeteria
Mogan,Dicey Reilly'S Irish Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Sargent Pippers,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Rogelio,Bar-Cafeteria
Mogan,Luz,Bar-Cafeteria
Mogan,Solana,Bar-Cafeteria
Las Palmas De Gran Canaria,Il Cafe,Bar-Cafeteria
Mogan,Welcome Inn,Bar-Cafeteria
Las Palmas De Gran Canaria,Barreto Deluxe,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis No Lo Se,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Miguel,Bar-Cafeteria
San Bartolome De Tirajana,Piscolabis Broadway,Bar-Cafeteria
Agaete,"Surtidor, El",Bar-Cafeteria
Telde,Punta Umbria,Bar-Cafeteria
La Aldea De San Nicolas,Lauremar,Bar-Cafeteria
Las Palmas De Gran Canaria,Taberna Chica,Bar-Cafeteria
Aguimes,Asadero Los Angeles,Bar-Cafeteria
Santa Lucia De Tirajana,Manita De Oro,Bar-Cafeteria
San Bartolome De Tirajana,Churreria Mercado,Bar-Cafeteria
Las Palmas De Gran Canaria,Artemisa,Bar-Cafeteria
San Bartolome De Tirajana,Con Anette (Bei Anette),Bar-Cafeteria
Telde,"Compañeros, Los",Bar-Cafeteria
Mogan,Bro'S Bar,Bar-Cafeteria
Mogan,"Comandante, El",Bar-Cafeteria
Mogan,Cactus Iii,Bar-Cafeteria
San Bartolome De Tirajana,The Grand Cafe,Bar-Cafeteria
San Bartolome De Tirajana,Ola Nordmann,Bar-Cafeteria
Telde,La Flamenquita,Bar-Cafeteria
San Bartolome De Tirajana,Trefpunt,Bar-Cafeteria
Mogan,Pool Bar Piscina Cumana,Bar-Cafeteria
Mogan,Snack Bar Liu,Bar-Cafeteria
Santa Brigida,Manolo,Bar-Cafeteria
Mogan,The Shamrock,Bar-Cafeteria
San Bartolome De Tirajana,Elite,Bar-Cafeteria
Las Palmas De Gran Canaria,"Suerte, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Dorotea,Bar-Cafeteria
San Bartolome De Tirajana,Ryysyranta,Bar-Cafeteria
San Bartolome De Tirajana,Escandalo,Bar-Cafeteria
Arucas,Mirage,Bar-Cafeteria
Las Palmas De Gran Canaria,"Fenix, El",Bar-Cafeteria
Moya,"Cruz, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Diez, El",Bar-Cafeteria
San Bartolome De Tirajana,New Nelly'S,Bar-Cafeteria
Ingenio,"Cuesta, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Cumbres De Valsendero,Bar-Cafeteria
Agaete,Calle Larga,Bar-Cafeteria
Mogan,Poolbar Pr,Bar-Cafeteria
Las Palmas De Gran Canaria,Garaje 32,Bar-Cafeteria
San Bartolome De Tirajana,Cafe Europa,Bar-Cafeteria
Las Palmas De Gran Canaria,"Reyes Del Cafe, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Bodega Extremeña,Bar-Cafeteria
Las Palmas De Gran Canaria,La Tasquita Vieja,Bar-Cafeteria
Santa Lucia De Tirajana,Cuatro Vientos,Bar-Cafeteria
Telde,"Makro, La",Bar-Cafeteria
Arucas,Tropical Palace,Bar-Cafeteria
Moya,"Guitarra, La",Bar-Cafeteria
Mogan,Club Paradise,Bar-Cafeteria
San Bartolome De Tirajana,Casa Angel,Bar-Cafeteria
San Bartolome De Tirajana,Piscolabis San Francisco,Bar-Cafeteria
Telde,Piscolabis El Desayuno,Bar-Cafeteria
San Bartolome De Tirajana,La Entrada,Bar-Cafeteria
Las Palmas De Gran Canaria,Terraza Plaza,Bar-Cafeteria
San Bartolome De Tirajana,Picasso,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Lantigua E Hijos,Bar-Cafeteria
San Bartolome De Tirajana,Cruise Bar,Bar-Cafeteria
Santa Lucia De Tirajana,Centro Recreativo Del Sur,Bar-Cafeteria
Moya,La Norteñita,Bar-Cafeteria
Telde,Jimenez,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscis,Bar-Cafeteria
San Bartolome De Tirajana,"Rincon, El",Bar-Cafeteria
Aguimes,"Chorro, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Farah,Bar-Cafeteria
Aguimes,"Amigos, Los",Bar-Cafeteria
San Bartolome De Tirajana,Tobago Bay,Bar-Cafeteria
San Bartolome De Tirajana,Feigling,Bar-Cafeteria
San Bartolome De Tirajana,Black Bulldog Bar,Bar-Cafeteria
San Bartolome De Tirajana,The D & B'S Pool Bar,Bar-Cafeteria
Arucas,Ca' Armando,Bar-Cafeteria
Arucas,Casa Canaria,Bar-Cafeteria
Santa Lucia De Tirajana,"Eden Del Bocadillo, El",Bar-Cafeteria
San Bartolome De Tirajana,"Moyero, El",Bar-Cafeteria
Arucas,El Caribe,Bar-Cafeteria
San Bartolome De Tirajana,Plaza,Bar-Cafeteria
Galdar,Mastro Pancho,Bar-Cafeteria
Artenara,"Cuevita, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Chiwawa,Bar-Cafeteria
San Bartolome De Tirajana,La Tentación,Bar-Cafeteria
Galdar,Invitame,Bar-Cafeteria
Ingenio,Bar Ca´Elisa,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca´Remigio,Bar-Cafeteria
Las Palmas De Gran Canaria,California,Bar-Cafeteria
Las Palmas De Gran Canaria,La Travesía Del Puerto,Bar-Cafeteria
Las Palmas De Gran Canaria,"Cazadores, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Snack La Francesa,Bar-Cafeteria
Telde,Dulcísimo De Telde,Bar-Cafeteria
Telde,La Cochera,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis Aleman,Bar-Cafeteria
Las Palmas De Gran Canaria,Latin Palace,Bar-Cafeteria
Mogan,Ship'S Master,Bar-Cafeteria
Telde,Pisqueo Ca' Miguel,Bar-Cafeteria
Mogan,Irish Taverne,Bar-Cafeteria
San Bartolome De Tirajana,Corinto Olga Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,Bochinche El Chato,Bar-Cafeteria
San Bartolome De Tirajana,Al'S Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Tejera,Bar-Cafeteria
Las Palmas De Gran Canaria,Arucas,Bar-Cafeteria
San Bartolome De Tirajana,Mach-Bar,Bar-Cafeteria
San Bartolome De Tirajana,"Bulle, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Casa De Dña. Chelo, La",Bar-Cafeteria
Santa Lucia De Tirajana,El Olivo,Bar-Cafeteria
Aguimes,"Juventud, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Copacabana,Bar-Cafeteria
San Bartolome De Tirajana,Rock N Roll Cafe Bar,Bar-Cafeteria
Teror,Piscolabis Majocaya,Bar-Cafeteria
San Bartolome De Tirajana,Don Quijote,Bar-Cafeteria
Telde,Norge,Bar-Cafeteria
Ingenio,Y Punto,Bar-Cafeteria
Santa Lucia De Tirajana,Sweet Corner,Bar-Cafeteria
San Bartolome De Tirajana,Bodegón La Tasquita,Bar-Cafeteria
San Bartolome De Tirajana,Cafe Las Caracolas,Bar-Cafeteria
Las Palmas De Gran Canaria,Cooperativa Sergio M. Gonzalez Deniz,Bar-Cafeteria
San Bartolome De Tirajana,Calderito,Bar-Cafeteria
Aguimes,Menceyes,Bar-Cafeteria
San Bartolome De Tirajana,Double Dutch,Bar-Cafeteria
Santa Lucia De Tirajana,"Sabor De Canarias, El",Bar-Cafeteria
Telde,J.R.,Bar-Cafeteria
San Bartolome De Tirajana,Rockabella,Bar-Cafeteria
Las Palmas De Gran Canaria,Guaro,Bar-Cafeteria
San Bartolome De Tirajana,Cleopatra,Bar-Cafeteria
Aguimes,Castillo De Aguimes,Bar-Cafeteria
Mogan,Pappatunturibaari,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburgueseria Cuco,Bar-Cafeteria
Las Palmas De Gran Canaria,The Captain 13,Bar-Cafeteria
Las Palmas De Gran Canaria,Vicana,Bar-Cafeteria
San Bartolome De Tirajana,Pub Chinawhite,Bar-Cafeteria
Telde,Ca'Manolo,Bar-Cafeteria
San Bartolome De Tirajana,Aachener Kaschemme,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburguesería El Reventón,Bar-Cafeteria
Las Palmas De Gran Canaria,Puerto Luz,Bar-Cafeteria
Las Palmas De Gran Canaria,Canarionasos,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizzeria All Italiana,Bar-Cafeteria
San Bartolome De Tirajana,Tucanes,Bar-Cafeteria
San Bartolome De Tirajana,Holland,Bar-Cafeteria
San Bartolome De Tirajana,Club Claudin,Bar-Cafeteria
Santa Brigida,Pizzería Valerio'S,Bar-Cafeteria
Santa Lucia De Tirajana,"Amigos, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Jet Set,Bar-Cafeteria
Las Palmas De Gran Canaria,Mi Café,Bar-Cafeteria
Las Palmas De Gran Canaria,"Bicicleta, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Teror,Bar-Cafeteria
Las Palmas De Gran Canaria,Retorno Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Lantigua E Hijos,Bar-Cafeteria
Telde,Unión,Bar-Cafeteria
San Bartolome De Tirajana,Jan'S,Bar-Cafeteria
Las Palmas De Gran Canaria,Churreria,Bar-Cafeteria
Las Palmas De Gran Canaria,"Frailes, Los",Bar-Cafeteria
Ingenio,"Huella, La",Bar-Cafeteria
Ingenio,Pizzería Critters,Bar-Cafeteria
Ingenio,Afonso,Bar-Cafeteria
San Bartolome De Tirajana,Los Giles,Bar-Cafeteria
Las Palmas De Gran Canaria,Titi Melo,Bar-Cafeteria
Las Palmas De Gran Canaria,Cuasquias,Bar-Cafeteria
San Bartolome De Tirajana,Durstecke,Bar-Cafeteria
Las Palmas De Gran Canaria,Soto,Bar-Cafeteria
Las Palmas De Gran Canaria,Motown,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizzería El Beletén,Bar-Cafeteria
Las Palmas De Gran Canaria,Laventura Las Palmas,Bar-Cafeteria
San Bartolome De Tirajana,"Cafetin, El",Bar-Cafeteria
San Bartolome De Tirajana,Cocktail Banjo'S Bar,Bar-Cafeteria
Mogan,Cloud 47,Bar-Cafeteria
Vega San Mateo,Rayo Ii,Bar-Cafeteria
Arucas,Hermanos Diaz,Bar-Cafeteria
Ingenio,Cafeteria J.R.,Bar-Cafeteria
Santa Lucia De Tirajana,Josmar,Bar-Cafeteria
Las Palmas De Gran Canaria,Placido Y Carlos,Bar-Cafeteria
Aguimes,Tres Hermanos,Bar-Cafeteria
Mogan,Royal Dancing Club,Bar-Cafeteria
San Bartolome De Tirajana,Mackers,Bar-Cafeteria
Ingenio,Samarkanda,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pedregal, El",Bar-Cafeteria
San Bartolome De Tirajana,Weeknd Bar,Bar-Cafeteria
San Bartolome De Tirajana,Quevedo,Bar-Cafeteria
Las Palmas De Gran Canaria,"Rumba, La",Bar-Cafeteria
San Bartolome De Tirajana,Scandic The One,Bar-Cafeteria
Las Palmas De Gran Canaria,Chester,Bar-Cafeteria
Vega San Mateo,Avda Tinamar,Bar-Cafeteria
San Bartolome De Tirajana,"Salmones, Los",Bar-Cafeteria
Arucas,"Portales De Arucas, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Y Tantos,Bar-Cafeteria
Mogan,Snack Bar Oasis,Bar-Cafeteria
San Bartolome De Tirajana,Mc Pepe,Bar-Cafeteria
San Bartolome De Tirajana,Yessaidú,Bar-Cafeteria
San Bartolome De Tirajana,Oscar'S Pub Tanz,Bar-Cafeteria
Las Palmas De Gran Canaria,"Amistad, La",Bar-Cafeteria
San Bartolome De Tirajana,Pop Corn,Bar-Cafeteria
San Bartolome De Tirajana,P4 Lounge Bar,Bar-Cafeteria
San Bartolome De Tirajana,Salon Claudine,Bar-Cafeteria
Mogan,Cala D'Or,Bar-Cafeteria
Mogan,Cala Nova,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburguesa La Moto,Bar-Cafeteria
Galdar,Juncalillo,Bar-Cafeteria
San Bartolome De Tirajana,Pub Hawaii,Bar-Cafeteria
San Bartolome De Tirajana,Estación Shell,Bar-Cafeteria
San Bartolome De Tirajana,Gastro Bar Love &Amp; Happiness ,Bar-Cafeteria
Mogan,Hola Hola ,Bar-Cafeteria
Mogan,"Traiña Piscolabis, La",Bar-Cafeteria
Moya,La Bodeguita De Cris,Bar-Cafeteria
San Bartolome De Tirajana,"Violinista, El (The Fiddler)",Bar-Cafeteria
Mogan,Bar Piscina Jb.,Bar-Cafeteria
San Bartolome De Tirajana,Maspalomas Dunas,Bar-Cafeteria
San Bartolome De Tirajana,Fun 4 All Swingers Club,Bar-Cafeteria
Las Palmas De Gran Canaria,Cj'Scafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Gran,Bar-Cafeteria
Las Palmas De Gran Canaria,Aventura,Bar-Cafeteria
Telde,"Esquina De Fernando, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Pepe Rey,Bar-Cafeteria
Telde,"Cruz, La",Bar-Cafeteria
San Bartolome De Tirajana,Orange 100%,Bar-Cafeteria
Mogan,Eucaliptus Gordo,Bar-Cafeteria
Telde,"Araña, La",Bar-Cafeteria
La Aldea De San Nicolas,"Vegas Luis, Las",Bar-Cafeteria
Santa Lucia De Tirajana,"Barrio, El",Bar-Cafeteria
San Bartolome De Tirajana,Deja Vú,Bar-Cafeteria
Aguimes,Ca' Juan,Bar-Cafeteria
Arucas,Sociedad De Cultura Y Recreo Tres Barrio,Bar-Cafeteria
Las Palmas De Gran Canaria,Pura Vida,Bar-Cafeteria
Las Palmas De Gran Canaria,"Tornera, La",Bar-Cafeteria
San Bartolome De Tirajana,Sticky Fingers American Dinner,Bar-Cafeteria
San Bartolome De Tirajana,El Lillinguito,Bar-Cafeteria
Las Palmas De Gran Canaria,Jama,Bar-Cafeteria
Santa Lucia De Tirajana,Buen Pastor,Bar-Cafeteria
Firgas,"Avenida, La",Bar-Cafeteria
San Bartolome De Tirajana,Zig-Zags,Bar-Cafeteria
Las Palmas De Gran Canaria,"Giles, Los",Bar-Cafeteria
San Bartolome De Tirajana,David,Bar-Cafeteria
Las Palmas De Gran Canaria,Buen Lugar,Bar-Cafeteria
Las Palmas De Gran Canaria,Burguer Manolin,Bar-Cafeteria
Vega San Mateo,La Fonda,Bar-Cafeteria
Las Palmas De Gran Canaria,Antonio,Bar-Cafeteria
Las Palmas De Gran Canaria,Arenales,Bar-Cafeteria
Las Palmas De Gran Canaria,Medina,Bar-Cafeteria
Las Palmas De Gran Canaria,"Piscolabis Papin, Hermanos Sosa",Bar-Cafeteria
Ingenio,Juan Coffee,Bar-Cafeteria
Mogan,Benji'S The World,Bar-Cafeteria
Las Palmas De Gran Canaria,Cristal,Bar-Cafeteria
Telde,Pepe El Rubio,Bar-Cafeteria
Las Palmas De Gran Canaria,"Campito, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Caminando Por El Mundo,Bar-Cafeteria
San Bartolome De Tirajana,Babylon,Bar-Cafeteria
Galdar,Discoteca Cirius,Bar-Cafeteria
San Bartolome De Tirajana,Hummel - Hummel,Bar-Cafeteria
Las Palmas De Gran Canaria,Mcgregor Cocktail&Amp;Co,Bar-Cafeteria
Mogan,Riff Raffs,Bar-Cafeteria
Las Palmas De Gran Canaria,"Caña De España, La",Bar-Cafeteria
San Bartolome De Tirajana,Het Hof Van Lau,Bar-Cafeteria
Mogan,Bernie Byrne'S,Bar-Cafeteria
La Aldea De San Nicolas,Esther,Bar-Cafeteria
Las Palmas De Gran Canaria,El Bote,Bar-Cafeteria
San Bartolome De Tirajana,Sun'S Gardens,Bar-Cafeteria
San Bartolome De Tirajana,"Cazador, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Viera,Bar-Cafeteria
Galdar,El Portalón,Bar-Cafeteria
Galdar,Fran,Bar-Cafeteria
Galdar,Dani & Melo,Bar-Cafeteria
Santa Lucia De Tirajana,Hermanas Brito,Bar-Cafeteria
