fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,num_habitaciones,num_plazas,longitud,latitud,geohash,utm_x,utm_y
655,HOTEL DUNAGOLF SUITES,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 2",120,240,-15.584611,27.751646,esuvvk59h1,442387.76,3069828.29
656,APARTAMENTOS TURBO CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE LIBRA, 2",121,242,-15.590951,27.765811,esuvvnx58d,441770.49,3071400.39
657,APARTAMENTOS VISTA OASIS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE EINSTEIN, 6 - SONNELAND",130,390,-15.600951,27.758653,esuvuvr9z7,440781.24,3070612.24
658,APARTAMENTOS PARQUE REY CARLOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 83",16,32,-15.579375,27.750601,esuvv7z6yq,442903.22,3069710.09
659,APARTAMENTOS MAGNOLIAS GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 21",28,60,-15.584793,27.757618,esuvvm5eb5,442372.96,3070489.92
660,BUNGALOWS CAMPO GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, 42",23,75,-15.595028,27.751674,esuvvhh11w,441361.18,3069836.31
661,"APARTHOTEL TERRAZA MAR, SUN SUITE Y ROYAL",ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,AVENIDA DE LAS PALMERAS S/N,306,612,-15.708561,27.7941,esuy4ec27g,430199.51,3074595.37
662,APARTAMENTOS CLUB VISTA SERENA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE CAPRICORNIO, 2",48,144,-15.589095,27.764527,esuvvq2k5f,441952.69,3071257.28
663,BUNGALOWS ARTIKA NATURA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR VINGRESOR, 6",12,24,-15.59358,27.752965,esuvvhm0er,441504.57,3069978.63
664,APARTAMENTOS MASPALOMAS RESORT,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, S/N",84,168,-15.584782,27.75869,esuvvm7d06,442374.61,3070608.66
665,HOTEL KOALA GARDEN SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE GEMINIS, 2",229,812,-15.592301,27.762831,esuvvnn41n,441635.87,3071070.92
666,BUNGALOWS CAPRI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE TAURO, S/N",64,128,-15.589492,27.763419,esuvvq0jds,441912.98,3071134.73
667,KUMARA SERENOA BY LOPESAN,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 4",174,348,-15.583377,27.751712,esuvvkh92y,442509.4,3069835.02
668,APARTAMENTOS TARA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, S/N",34,102,-15.595594,27.757027,esuvvj58kk,441308.27,3070429.55
669,APARTAMENTOS CORDIAL GREEN GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TJAEREBORG, S/N",266,644,-15.591187,27.752291,esuvvhnug4,441740.03,3069902.83
670,APARTAMENTOS CLUB TORSO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,AVENIDA TOUROPERADO KUONI 8,12,26,-15.588012,27.756915,esuvvkcpsz,442055.38,3070413.55
671,MASPALOMAS RESORT BY DUNAS,ALOJAMIENTOS,A4,5510_L6,Apartamentos,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR AIR MARIN, S/N",208,624,-15.597807,27.750392,esuvv5f1bb,441086.61,3069695.62
672,HOTEL MORASOL SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE JUAN DIAZ RODRIGUEZ, 12 (PUERTO BASE, S/N)",88,220,-15.708733,27.782518,esuy499hzu,430175.17,3073312.46
673,APARTAMENTOS EL YATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS DALIAS, 4",12,42,-15.546855,27.767918,esuvynzpu5,446116.61,3071613.69
674,APARTAMENTOS VISTAFLOR I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, S/N",212,972,-15.587504,27.756743,esuvvkcw8z,442105.35,3070394.26
675,APARTAMENTOS SUN´S GARDENS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE VIRGO, 2",42,84,-15.590039,27.765669,esuvvnxdtz,441860.28,3071384.23
676,APARTAMENTOS JUDOCA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 20",14,44,-15.571747,27.7525,esuvvshypb,443655.94,3069916.93
677,APARTAMENTOS VISTA BONITA GAY RESORT MASPALOMAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CARMEN LAFORET, 1",22,44,-15.601525,27.760534,esuvuvxkf4,440725.69,3070820.89
678,APARTAMENTOS VISTA VERDE BEACH MATE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 8",16,32,-15.585008,27.756726,esuvvkgqdu,442351.31,3070391.21
679,APARTAMENTOS VILLAS BLANCAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, S/N.",30,63,-15.585941,27.756336,esuvvkfsmk,442259.16,3070348.44
680,HOTEL SUITE LOS CALDERONES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR AIR MARIN, 2",78,156,-15.60047,27.752909,esuvvh206t,440825.53,3069975.72
681,APARTAMENTOS MASPALOMAS OASIS CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR. AIR MARIN, S/N",102,328,-15.600747,27.750421,esuvugzcuj,440796.89,3069700.25
682,APARTAMENTOS GREEN OCEAN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LA GLORIA, 1",73,146,-15.555021,27.766608,esuvync0jw,445311.32,3071472.19
683,MOGAN PRINCESS & BEACH CLUB,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,35012,Mogán,"CALLE ALBAICIN, 17",232,464,-15.750564,27.813923,esuy1x6gc7,426075.07,3076815.88
684,APARTAMENTOS CLUB TISAYA GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 06",22,66,-15.585651,27.756232,esuvvkfgu0,442287.68,3070336.79
685,APARTAMENTOS ATLANTIC BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE COSTA CANARIA,",52,156,-15.566439,27.758266,esuvvv0zee,444181.98,3070553.24
686,APARTAMENTOS VISTA BELLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"NESTOR DE LA TORRE, 4   SONNENLAND",6,12,-15.601187,27.757108,esuvuvp8cg,440757.15,3070441.21
687,APARTAMENTOS MIRAMAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 11",12,24,-15.562928,27.761947,esuvvvgmj6,444529.83,3070959.41
688,APARTAMENTOS LA MIRAGE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR VINGRESOR, 25",15,90,-15.594771,27.752804,esuvvhhpz3,441387.11,3069961.36
689,APARTAMENTOS MASPALOMAS ESPLENDIDO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR SUNNAIR, 3",182,566,-15.598832,27.747253,esuvv51r2y,440983.91,3069348.39
690,APARTAMENTOS LOS LEONES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR COSMOS, 6",12,24,-15.596478,27.754803,esuvvhdgrw,441219.96,3070183.61
691,APARTAMENTOS LOS CLAVELES,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR VINGRESOR, 49",6,33,-15.594567,27.757855,esuvvjhmhr,441409.92,3070520.79
692,BUNGALOWS REBECCA PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE NORUEGA, 1",59,169,-15.576103,27.761738,esuvvtcgf7,443231.45,3070942.27
693,BUNGALOWS ARTEMISA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,TIMPLE 5,28,56,-15.577725,27.760415,esuvvt8shs,443070.93,3070796.46
694,HOTEL MARINA SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE JUAN DÍAZ RODRÍGUEZ, 10",216,450,-15.709376,27.781569,esuy492z35,430111.21,3073207.7
695,APARTAMENTOS CAYBEACH MELONERAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,35019,San Bartolomé de Tirajana,"CALLE MAR BALTICO, S/N",111,290,-15.607216,27.744975,esuvufg4jw,440156.39,3069100.1
696,APARTAMENTOS ISLAS PARAISO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,CALLE DINAMARCA ESQUINA FINLANDIA S/N,10,20,-15.575641,27.750554,esuvvef4tq,443271.18,3069703.15
697,APARTAMENTOS PASO CHICO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,AVENIDA ESTADOS UNIDOS 39,6,12,-15.576924,27.757467,esuvvt14zq,443148.33,3070469.53
698,APARTAHOTEL HAPIMAG SAN AGUSTÍN,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,"CALLE LOS JAZMINES, 23. SAN AGUSTÍN.",62,224,-15.54038,27.7723,esuvyrgc6g,446756.76,3072096.29
699,APARTAMENTOS TROPICAL LA ZONA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SARGENTO PROVISIONALES, Nş 18",24,48,-15.570935,27.761684,esuvvtvedb,443740.68,3070933.91
700,BUNGALOWS PLAYAMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,AVENIDA EE.UU. 3,36,72,-15.570391,27.754948,esuvvstur9,443790.83,3070187.49
701,HOTEL SEVEN HOTEL AND WELLNESS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"TOUROPERADOR MATKATALA,  Nş  2",24,48,-15.588644,27.752186,esuvvk0snq,441990.59,3069890.0
702,APARTAMENTOS VILLA ADLER,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,CALLE INGLATERRA 16 P 1,9,27,-15.574063,27.754827,esuvvse7d4,443428.9,3070175.76
703,HOTEL LOS CASCAJOS,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35020,La Aldea de San Nicolás,"CALLE LOS CASCAJOS, 5",20,38,-15.782265,27.986348,esuz0yg8q9,423074.69,3095936.51
704,HOTEL LA  ALDEA SUITES,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35020,La Aldea de San Nicolás,"CALLE MAESTRA DOŃA JOSEFA, 5",49,105,-15.781468,27.98304,esuz0yhm10,423150.72,3095569.54
705,HOTEL GLORIA PALACE AMADORES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,CALLE LA PALMA 2,392,688,-15.718378,27.785432,esuy464jz5,429226.79,3073640.78
706,HOTEL ESCUELA SANTA BRIGIDA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35021,Santa Brígida,"CALLE REAL DE COELLO, 2",40,76,-15.476745,28.045721,esuzxcd4jt,453144.72,3102358.79
707,ELBA VECINDARIO AEROPUERTO,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35022,Santa Lucía de Tirajana,"AVENIDA DEL ATLÁNTICO, 353",171,342,-15.441066,27.840543,esvn2shnvj,456569.36,3079616.78
708,HOTEL AVENIDA DE CANARIAS,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35022,Santa Lucía de Tirajana,AVENIDA CANARIAS 264,60,99,-15.442606,27.848933,esvn2tepc1,456421.08,3080546.72
716,HOTEL GLORIA PALACE ROYAL,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,CALLE TAMARA 1,197,399,-15.722356,27.792399,esuy45rq6w,428839.41,3074414.86
727,HOTEL PARADISE COSTA TAURITO,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,35012,Mogán,PLAYA TAURITO S/N,80,160,-15.75057,27.817519,esuy384bc1,426076.92,3077214.24
738,HOTEL CORDIAL MOGAN PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,35012,Mogán,"CALLE LOS MARRERO, 2",487,951,-15.760033,27.822586,esuy32gyk9,425148.36,3077781.29
749,APARTAHOTEL MIRADOR DEL ATLANTICO,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,CALLE ISLAS AFORTUNADAS 5,116,232,-15.721311,27.790291,esuy47044v,428940.99,3074180.73
750,PARADOR CRUZ DE TEJEDA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35025,Tejeda,"CRUZ DE TEJEDA, S/N",43,86,-15.600052,28.006619,esuzm42qkk,441004.37,3098080.66
751,HOSTAL ALBACAR,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,35026,Telde,"C/ PADRE CUETO, 4",14,26,-15.377005,27.989589,esvp4p6g1v,462928.2,3096106.33
761,HOTEL PARADISE VALLE TAURITO,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,35012,Mogán,URBANIZACIÓNTAURITO S/N,130,262,-15.753108,27.817025,esuy1xbvvv,425826.61,3077161.05
772,OCEAN BEACH CLUB (OBC GRAN CANARIA),ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B13,Tauro - Playa El Cura,35012,Mogán,"URBANIZACIÓN PLAYA DEL CURA, S/N",140,280,-15.731919,27.799141,esuy4h8mex,427901.76,3075167.29
783,APARTAMENTOS SIRENA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE EL ANCLA, 1",26,88,-15.713598,27.786367,esuy46meqd,429698.32,3073741.61
794,APARTAMENTOS CALYPSO OASIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE MOGAN, 10",16,48,-15.7133,27.78842,esuy46tzm8,429729.0,3073968.86
805,APARTAMENTOS FLORIDA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE TOMAS ROCA BOSCH, 8",30,60,-15.707491,27.791165,esuy4e4pkb,430303.05,3074269.64
816,BUNGALOWS CARIBE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE DORESTE MOLINA, 4",32,128,-15.712155,27.787406,esuy46wc27,429841.16,3073855.88
827,APARTAMENTOS BARLOVENTO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE FUERTEVENTURA, 8",64,128,-15.71043,27.785489,esuy4d0n0q,430009.87,3073642.54
838,APARTHOTEL MARACAIBO,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE MOGAN, 13",95,305,-15.714397,27.787046,esuy46mpk0,429620.04,3073817.29
849,APARTAMENTOS MIAMI,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE LANZAROTE, 10",35,74,-15.710862,27.785755,esuy46pxy2,429967.48,3073672.25
860,APARTAMENTOS DON PACO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"AVENIDA LOS CANARIOS, 27",17,34,-15.689,27.77097,esuvfzx9eu,432112.16,3072022.16
872,APARTAMENTOS RIO PIEDRAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE EL ANCLA, 2",100,326,-15.713276,27.78646,esuy46mgy5,429730.11,3073751.73
883,APARTAMENTOS MAYAGUEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE LANZAROTE, 14",9,27,-15.711139,27.785196,esuy46pkrz,429939.83,3073610.49
894,APARTAMENTOS BUENAVISTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"AVENIDA VENEGUERA, 14",18,66,-15.71609,27.786566,esuy467ukx,429452.94,3073765.08
905,APARTAMENTOS LUFESA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA TOMAS ROCA BOSCH, 10",42,130,-15.707212,27.791882,esuy4e677q,430330.99,3074348.91
916,APARTAMENTOS CALA DOR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA GRAN CANARIA, 14",78,156,-15.706174,27.79046,esuy4e555t,430432.34,3074190.79
927,APARTAMENTOS PANAMA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE MOGAN, 7",7,28,-15.711611,27.78897,esuy46z4kz,429895.75,3074028.83
938,APARTAMENTOS PORTONOVO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE JUAN DIAZ RODRIGUEZ, 29",71,156,-15.710025,27.783486,esuy49b69c,430048.49,3073420.42
949,APARTAMENTOS HELIOMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE LAS PALMERAS, 10",89,420,-15.70899,27.793028,esuy4e9445,430156.56,3074476.87
960,BUNGALOWS BOSTON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA GRAN CANARIA, 34",19,76,-15.707139,27.79108,esuy4e4qv0,430337.67,3074260.02
971,APARTAMENTOS LETICIA DEL MAR I,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE DE MOGAN , 3",6,30,-15.711272,27.788376,esuy46xrhb,429928.77,3073962.83
983,APARTAMENTOS NIZA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE LANZAROTE, 2",27,106,-15.71005,27.78752,esuy4d8613,430048.61,3073867.31
